Feature_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
38ca4794e4b4c06cc15ee39fdb1e75aa,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.978911617
e30b4dc23a2045fc8692dfaccdf8fce1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.9742107133
a26fe76ec3bab2662898ea077854ce96,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9425908031
ac1c3b1fdeeae0ce52f762484f13f4e7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.7652082935
011d08c61a74de9df626461a2ababeb7,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.8606015294
225d63a6cdcf5e62f26f381b3cd9d206,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.8163558918
8e5be7261bf6e76b7728c7fe94bb0e5d,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.7920496789
b1cc23d6e4ecfc912e73ce1ab326b8fb,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.8402285116
ec31b3f1b502524e4a7fb01a0de0d426,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.7215639342
0fb10fb349e64c9304d25336e931725e,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.7690458507
49fcd54c8047413622d5ff8ecae925ad,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.8785592698
df6d5b0b6f6755467118329477ecbaa3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.8396660268
efa45410d12184d1f10c6f65f96761d8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.8396619223
f042363d0c8e218840d4a407baa178f7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.8756526939
4dc9f6af7e8a784a60831be549d22f9c,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9992871749
e37868e5d51122b444e6069d1b13f0ae,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.7655121101
e422a0f1491bbb99e9a4d36e5e4f855d,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.7865952266
460fc1a5ff400ca979121147bb031624,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,,,0.7088657223
b18631f481ad7793843fef914be2bbeb,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Ewingella,Ewingella psychrotolerans,0.8859103932
9415f35a45c07a078f27e25726e392d1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Ewingella,Ewingella psychrotolerans,0.829437778
15495eea24c647ec6b7312cdef79dbb1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Ewingella,Ewingella psychrotolerans,0.8198472618
0b3977b89a61681778358399276a0902,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,0.9977359903
4370a13ed9c7406106354d5222ec782b,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Ewingella,Ewingella psychrotolerans,0.709586833
be04f185ff255be5b576c0610491bfa5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.9481327458
07297af818450a3106cb634105be2c46,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.8822349248
5fd072b6fa1cc926d813bf19e063f19d,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.7820156149
f5406cbc01143c53a52d1959e3812bf8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.970355186
c59da2bb3595a10ac92246d09da37c81,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9995030335
61b57cc96259674d785906d6d93200d1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9753897069
2761b94317c6c4130d7f478b6952efd6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas,0.851491578
6a8e8ca288fcf7291c22087b286630b9,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9513043105
904b5f5c8460625cabbe4d9ba3db747b,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9975466709
783ea58c5be692529a022944ba9c2bf0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas,0.7313334749
eb19eef62c8498379a19f8b7f62db816,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9493205638
496d102be3726dc86491534c67570b4b,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus erythropolis,0.9320701243
b06933d3795ce09c5ce8d71757788240,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,,,0.9736362967
f46ccaadd41353549e954e6d72866d95,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,,,0.8661526094
f5bfd0bdd9b0623882e6d8eea4b87dd0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Ewingella,Ewingella psychrotolerans,0.8073595275
5e8f4391f239db4f0993bd9fa6aea65f,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Ewingella,Ewingella psychrotolerans,0.7997353569
d0b12ab31b313551ff16dca6b2750a24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9806906301
517f857fa30db0f8d87bb70d43fa8eba,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,,,,0.7776254698
8d63c397cad9b531361d15949768ee90,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9650205028
a79056899e78a133d2662737166c4a5b,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9478816524
6f7f37977198072892ad26eb0b2c5e52,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9985570599
e9c70d2d76e1d64d8ea86573f2ec8c9b,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9283793163
c8ee52cd9a779100e9d1f6f189ce417e,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.991919105
720a9037cc48e6206f0cb4c6c1449da4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.8522575337
70250f701d5a8db0fed071844f2d6c96,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9781016936
04912bec20cdb82b14121fafd2bb631b,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9882483412
a0a066972dedbbbc4dd5b1482a39f72b,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9807859072
26a949c38e01fa8fe02f7c6d0e6de5e6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9926518122
8dfa9e284e9acb59297a3865d4dde09b,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9853180212
e9b14dc1059610dcdfbc0fe0811c2f70,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9674248676
169f2b227021c0a6e3f07d6adc18b2a6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9750040593
5bd1e450e46109c881d6643ef0aa7c28,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9737406645
4a93b228f3f09e0cccd44252974c5eaf,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9664262413
a12715088997ed5aa47bf187a0c55440,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9958112902
6516d48c18ecc90cf883709be686a0ca,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9787494898
e4b278e99afbd9997e4cad0035abea44,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9986170788
10eb523b85efc4c774937abc4e449e50,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.8950774787
14cadc578d790c6b0eae0f4bc44ad5f1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,,,,0.886684218
7d8f18fa159e295e003036195dce412a,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.988181351
81898d41255eaf3a39c350391dfb5204,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,,,,0.878725521
d2fc246f41a69b474e4d4aaae3afcd44,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,,,,0.7032803268
e0fe8b6c077f5a650c34f1765fadb97b,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9600947965
50046e2612feb518e10d2b9c3e5ee0d4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.7034564875
b7d9ad9b3a0a85893dffee68323785c6,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.7526355711
b7d380273cd3c96b12e598eebccda43f,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9763494589
fea06c7a47f503a0ba01af2b39c0e3ec,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9616043469
5c62257f6d20df4e71a682324a5c5c69,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9919834623
dfa2e76e0a9c05f53160aaa0730d1ecc,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,,,,0.7769212281
1760370747b70969da15a97a5676a32f,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9006159544
a92665e6893e4d2960b4af1189d86dfb,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,,,,0.732132945
486bccf3e77898307de17e8ae10ae7a4,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,,,,0.8381176365
ff99f4a005a32ba8e924ffa63ade76c9,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.8589892134
2ad780a74158ebf2711633f1051ef64b,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter marplatensis,0.7447141094
4f1f0193cd2283bc653c1667a451d062,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas,0.9476480859
3f182c4ff8652557df08996d78f0ac7a,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas,0.9569623516
68c229b6caf7e93021abd8f1729a70dd,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9510522794
4571493e12ed36628f526ad1918119dc,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.990131229
0fbe54e967622bc24a9a5847cafeffbf,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.8049450275
1f95a7e89b4d4e2749d7c4ab6dcfaf8b,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,,,0.9376822427
2c62a2b9d8e96a03ff75c6194511ce21,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9792909703
c56690922acc2b32a5574d2b740fafa8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.9824853762
17d6975e365277154dacf759194882f2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp030549615,0.8186584041
15755ba0a06cf56c0b503be2f7e10a57,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,,,,0.8670271456
0b77847037334be4d702d182645e84a2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9078018029
e728d963bcd623a83b6cf9544ddfc88f,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9127070348
4c2ec35c2ea4b4bceb3465bf74d6fb18,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.717506296
032519ac6c7587cec054dbfe0c3034c6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter nimipressuralis,0.7460771826
ff8d7fc302863740bf49251b09141dac,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9032340987
a871ad65d4bd7faa96918479e2cfb51c,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,,,,0.9033643386
6eebb2dfcc6356cbe1ab2b29560ed2dc,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.925027216
eab258c7dcf01c911a3c7dcc23167a80,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9685761794
8488f3ebe3247a9b82cae2487def84b8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,,0.8288887087
17d44cae7c952509093431588ab573a0,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9895527992
6d2e80574c67cffedd54ee248c462260,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.7545803263
52a334cd3e5a49d006cebd652266c5da,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus mucosae,0.9798375468
ede4a4f9e5511687a8a07aec4adc4178,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9988664792
59bd35e328de08f5147da301dc82919d,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9988559425
0e8820bb0addb036ebedbd61d83b21a0,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9952976135
876186bc478a4bda95ab20bdb90bb7e4,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.872343113
8440ae59692d62e640f240d4d3358476,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9876435949
6c6b290d6020cb34004b640fe9c336a1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9990546314
4dbed30c335c8e258089c8529dc639e7,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.9491930459
7797c4d70e05fa4b2e4dce0c6a303df8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9806704453
7ba72facf2864c2a1cff5a8565e4ef7d,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,,0.9592502436
9829f87fb54af2200823bb46070ff507,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,0.9840568575
1583277ef304784d39fed704232dc7e7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,,0.9342430338
58a1783db61f7787336c01c4d7c89e3c,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,,0.9568594476
310226129f63b74f09c3e9eb49d361a2,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.8840487414
7499758750095d0a248d99bf34ea7487,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.7219903375
5cd8d0a436702c21f3ad20d2c078e5e5,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.7720318898
ff937faef04d121f21b6b9c86f0f82b8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.827722038
6473df80841f1f27f919aa226c6db29e,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas nematodicola,0.7709996396
92e418da51befeaa16e6a0cacfa4a41f,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,0.7402765001
ecddea0a9a36c90ff5d5bf461ecc415b,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium lentum,0.916228951
df8852b873754ed4b6975d85247d22e6,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,,,0.9969484722
6c8fc7f34f5493d6f973a38827523695,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,,,0.9827304124
dd3f0be6bccf41345e17ca163433ce05,Bacteria,,,,,,,0.9999991595
7072912c03b6c8ec9b7aef9362f5416b,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.786036322
088932bf4882acc0528513c58b131938,Bacteria,,,,,,,0.9999928664
f002691bbdedff0257e20994100f3f88,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.7614236111
e5c8a7a3a7412d0d06828918c127f879,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9649282767
c9e0c9e84e62bf7600a0226da4320a19,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp000938735,0.9747681235
6fb2232475b2d1e43c8da96ad8fa853f,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,0.9621271975
50e92dc95793803d5e29320799bec7c8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.9022959149
21629242cdc02b0aaedb78e8ea84d4f1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.9535148809
f7ed6936ec66a69c7a1f63a3737dbda4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.9047738136
6584e995753268a7e712568ee330c61f,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.8319732056
0f5faebc5a821bbd8fbb8c7987eda3f9,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.9600708569
8ad5868935e7718d7f759c8a93ceb69a,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.959619115
16b20277093235ede472a9e6ffcb35d5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.9936185877
d1ef10993e9ad8123a1f1310bad00e81,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp000313935,0.9160183263
5f10eff0cd247f79b8366fc367e63242,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.802448367
7299d35d81a44f29fe7e8aa72aa04b32,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,0.8589284265
